clip_id,window_start,window_end,track_a_id,track_b_id,label,accel_mean,accel_var,accel_range,accel_energy,rel_vel_mean,rel_vel_var,rel_vel_range,rel_vel_energy
S008C002P008R002A058,41,45,0,1,0,1.0,0.0,0.0,5.0,0.6688558872077464,0.13330187197904642,1.0,2.9033503491575408
S008C002P008R002A058,42,46,0,1,0,1.0,0.0,0.0,5.0,0.4688558872077465,0.160844226862145,0.9047735804457987,1.9033503491575405
S008C002P008R002A058,43,47,0,1,0,1.0,0.0,0.0,5.0,0.4937134555531486,0.18354273680784977,1.0,2.136478565010403
S008C002P008R002A058,44,48,0,1,0,1.0,0.0,0.0,5.0,0.5127587394639888,0.20065114173083978,1.0,2.3178633331376925
S008C002P008R002A058,45,49,0,1,0,1.0,0.0,0.0,5.0,0.4,0.24000000000000005,1.0,2.0
S008C002P008R002A058,46,50,0,1,0,1.0,0.0,0.0,5.0,0.4,0.24000000000000005,1.0,2.0
S008C002P008R002A058,47,51,0,1,0,1.0,0.0,0.0,5.0,0.5096553689152048,0.20037290459555482,1.0,2.3006074982982416
S008C002P008R002A058,48,52,0,1,0,1.0,0.0,0.0,5.0,0.4501122531263457,0.15616114085668195,1.0,1.793810906355787
S008C002P008R002A058,49,53,0,1,0,1.0,0.0,0.0,5.0,0.2910979019074946,0.08242330980627054,0.702284421055704,0.8358064915060796
S008C002P008R002A058,50,54,0,1,0,1.0,0.0,0.0,5.0,0.2910979019074946,0.08242330980627052,0.702284421055704,0.8358064915060796
S008C002P008R002A058,51,55,0,1,0,1.0,0.0,0.0,5.0,0.33942097205230454,0.0636302975733857,0.702284421055704,0.894184469211585
S008C002P008R002A058,52,56,0,1,0,1.0,0.0,0.0,5.0,0.22976560313709973,0.06592316179771347,0.702284421055704,0.5935769709133434
S008C002P008R002A058,53,57,0,1,0,1.0,0.0,0.0,5.0,0.08930871892595893,0.01209866529496367,0.2416153507240495,0.10037356285579802
S008C002P008R002A058,54,58,0,1,0,1.0,0.0,0.0,5.0,0.2483230701448099,0.15001124837495688,1.0,1.0583779777055053
S008C002P008R002A058,55,59,0,1,0,1.0,0.0,0.0,5.0,0.2524590243839719,0.14802556713553636,1.0,1.0588056306422164
S008C002P008R002A058,56,60,0,1,0,1.0,0.0,0.0,5.0,0.40413595423916193,0.23675966107854415,1.0,2.000427652936711
S008C002P008R002A058,57,61,0,1,0,1.0,0.0,0.0,5.0,0.604135954239162,0.2351052793828794,1.0,3.000427652936711
S008C002P008R002A058,58,62,0,1,0,1.0,0.0,0.0,5.0,0.604135954239162,0.2351052793828794,1.0,3.000427652936711
S008C002P008R002A058,59,63,0,1,0,1.0,0.0,0.0,5.0,0.48331864582298023,0.19783811041947322,1.0,2.157175119098163
S008C002P008R002A058,60,64,0,1,0,1.0,0.0,0.0,5.0,0.6791826915838183,0.17006036468525046,1.0,3.156747466161452
S008C002P008R002A058,61,65,0,1,0,1.0,0.0,0.0,5.0,0.6791826915838183,0.17006036468525046,1.0,3.156747466161452
S008C002P008R002A058,62,66,0,1,0,1.0,0.0,0.0,5.0,0.6791826915838183,0.1700603646852504,1.0,3.156747466161452
S013C002P016R001A051,0,4,0,1,1,0.6,0.24000000000000005,1.0,3.0,0.4,0.24000000000000005,1.0,2.0
S013C002P016R001A051,1,5,0,1,1,0.8,0.16000000000000006,1.0,4.0,0.6,0.24000000000000005,1.0,3.0
S013C002P016R001A051,2,6,0,1,1,1.0,0.0,0.0,5.0,0.6,0.24000000000000005,1.0,3.0
S013C002P016R001A051,3,7,0,1,1,1.0,0.0,0.0,5.0,0.5008374209571981,0.2000028050954382,1.0,2.2542046366324793
S013C002P016R001A051,4,8,0,1,1,1.0,0.0,0.0,5.0,0.5008374209571981,0.2000028050954382,1.0,2.2542046366324797
S013C002P016R001A051,5,9,0,1,1,1.0,0.0,0.0,5.0,0.5008374209571981,0.2000028050954382,1.0,2.2542046366324797
S013C002P016R001A051,6,10,0,1,1,1.0,0.0,0.0,5.0,0.4889122382309513,0.18866643509727568,1.0,2.138508058946371
S013C002P016R001A051,7,11,0,1,1,1.0,0.0,0.0,5.0,0.687518857782994,0.15224237863149054,1.0,3.124622792193617
S013C002P016R001A051,8,12,0,1,1,1.0,0.0,0.0,5.0,0.5866814368257959,0.22988852279624714,1.0,2.870418155561137
S013C002P016R001A051,9,13,0,1,1,1.0,0.0,0.0,5.0,0.5866814368257959,0.2298885227962471,1.0,2.870418155561137
S013C002P016R001A051,10,14,0,1,1,1.0,0.0,0.0,5.0,0.7866814368257959,0.15521594806592873,1.0,3.870418155561137
S013C002P016R001A051,11,15,0,1,1,1.0,0.0,0.0,5.0,0.7986066195520427,0.15945041385710804,1.0,3.9861147332472457
S013C002P016R001A051,12,16,0,1,1,1.0,0.0,0.0,5.0,0.8,0.16000000000000006,1.0,4.0
S013C002P016R001A051,13,17,0,1,1,1.0,0.0,0.0,5.0,0.8,0.16,1.0,4.0
S013C002P016R001A051,14,18,0,1,1,1.0,0.0,0.0,5.0,0.8,0.16,1.0,4.0
S013C002P016R001A051,15,19,0,1,1,1.0,0.0,0.0,5.0,0.6,0.24000000000000005,1.0,3.0
S013C002P016R001A051,16,20,0,1,1,1.0,0.0,0.0,5.0,0.4,0.24000000000000005,1.0,2.0
S013C002P016R001A051,17,21,0,1,1,1.0,0.0,0.0,5.0,0.4,0.24000000000000005,1.0,2.0
S013C002P016R001A051,18,22,0,1,1,1.0,0.0,0.0,5.0,0.5821809075073087,0.22701480623489928,1.0,2.8297470765046633
